a_walk,acor_1.rho,acor_2.rho,acor_3.rho,acor_1.phi,acor_2.phi,acor_3.phi,dos.min,dos.max,dos.mean,dos.std,fdc_cor,fn_cor,n_deg.min,n_deg.max,n_deg.mean,n_deg.std,n_walk.min,n_walk.max,n_walk.mean,n_walk.std
0.21125,0.641924,0.612358,0.514633,0.641924,0.340671,0.0707601,0.0,1.0,0.62125,0.485076,-0.609947,0.633072,10.0,16.0,13.3812,2.75425,0.0,16.0,7.58174,2.0696
0.19,0.660029,0.488995,0.439163,0.660029,0.0945429,0.151121,0.0,1.0,0.705,0.456043,-0.636003,0.686712,14.0,20.0,17.855,2.64461,0.0,17.0,8.93463,2.73941
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,26.0,14.5644,3.95466
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,31.0,18.1409,4.87263
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,38.0,22.1227,5.76607
0.19125,0.684006,0.582178,0.490552,0.684006,0.21482,0.0609643,0.0,1.0,0.64125,0.479634,-0.639293,0.64746,10.0,16.0,13.6687,2.71045,0.0,16.0,7.54021,2.078
0.225,0.727949,0.540343,0.438678,0.727949,0.0221938,0.0806827,0.0,1.0,0.625,0.484123,-0.621208,0.696361,14.0,20.0,17.62,2.73233,0.0,16.0,8.49612,2.62655
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,26.0,14.2811,4.05521
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,32.0,18.1852,4.75542
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,39.0,23.1514,6.09373
0.2075,0.675339,0.571513,0.503516,0.675339,0.212219,0.108082,0.0,1.0,0.62,0.485386,-0.611043,0.650199,10.0,16.0,13.3963,2.74531,0.0,14.0,7.19414,2.00325
0.175,0.72441,0.623049,0.565176,0.72441,0.206804,0.126096,0.0,1.0,0.63,0.482804,-0.61935,0.832596,14.0,20.0,17.33,2.74611,0.0,17.0,8.97333,2.75931
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,25.0,14.2392,3.88028
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,30.0,17.8735,4.78484
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,40.0,23.4386,6.14321
0.19,0.679982,0.609497,0.493722,0.679982,0.27365,0.0132923,0.0,1.0,0.62625,0.483798,-0.626274,0.682934,10.0,16.0,13.4187,2.7488,0.0,16.0,7.52403,2.05313
0.2,0.610206,0.432442,0.371317,0.610206,0.0957402,0.119443,0.0,1.0,0.63,0.482804,-0.528338,0.714265,14.0,20.0,17.565,2.71215,0.0,17.0,8.8201,2.74558
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,25.0,14.5942,3.97831
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,30.0,18.1524,4.68654
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,38.0,23.1668,6.3092
0.20375,0.654332,0.562201,0.442892,0.654332,0.234415,0.0145707,0.0,1.0,0.60125,0.489641,-0.637132,0.705475,10.0,16.0,13.505,2.75136,0.0,16.0,7.56712,2.09245
0.22,0.6875,0.477416,0.433686,0.6875,0.00902583,0.193856,0.0,1.0,0.61,0.48775,-0.55217,0.654051,14.0,20.0,17.5,2.72947,0.0,17.0,8.39891,2.65863
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,25.0,15.1425,4.1825
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,32.0,18.0315,4.73823
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,38.0,23.125,5.83198
0.1875,0.684053,0.557414,0.493888,0.684053,0.168182,0.119279,0.0,1.0,0.6325,0.482124,-0.624292,0.627779,10.0,16.0,13.515,2.7404,0.0,16.0,7.60723,2.10854
0.205,0.759799,0.583957,0.429078,0.759799,0.0157608,-0.0463645,0.0,1.0,0.645,0.478513,-0.561641,0.771487,14.0,20.0,17.3,2.77669,0.0,18.0,9.05483,2.6902
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,28.0,14.468,4.04462
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,33.0,17.3818,4.87172
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,39.0,23.2069,5.86079
0.22125,0.710172,0.585166,0.523627,0.710172,0.163061,0.124401,0.0,1.0,0.6275,0.483471,-0.659714,0.687977,10.0,16.0,13.415,2.72539,0.0,14.0,7.27624,2.00541
0.18,0.673175,0.56781,0.445608,0.673175,0.209653,0.00454411,0.0,1.0,0.625,0.484123,-0.589035,0.749689,14.0,20.0,17.735,2.70828,0.0,17.0,8.95144,2.90675
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,26.0,14.7303,4.10845
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,30.0,17.8479,4.84976
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,38.0,23.1156,6.10675
0.19375,0.639365,0.522074,0.409643,0.639365,0.191618,0.0303672,0.0,1.0,0.60625,0.488581,-0.646797,0.663169,10.0,16.0,13.5725,2.74495,0.0,16.0,7.73204,2.10278
0.245,0.741935,0.540548,0.424837,0.741935,-0.0220672,0.0696774,0.0,1.0,0.55,0.497494,-0.56968,0.713294,14.0,20.0,17.525,2.7567,0.0,18.0,8.91463,2.72268
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,24.0,14.945,4.13276
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,32.0,18.2499,5.01413
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,39.0,22.5557,5.78089
0.20875,0.6847,0.595928,0.473805,0.6847,0.239303,-0.000867139,0.0,1.0,0.6225,0.484762,-0.597153,0.698725,10.0,16.0,13.5162,2.73217,0.0,15.0,7.67458,2.0819
0.21,0.810041,0.758966,0.727662,0.810041,0.298981,0.174048,0.0,1.0,0.635,0.48143,-0.57441,0.713734,14.0,20.0,17.53,2.7238,0.0,18.0,9.13662,2.97108
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,26.0,14.299,4.01169
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,32.0,18.422,4.82136
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,38.0,23.0932,6.03753
0.215,0.655974,0.559032,0.485173,0.655974,0.225962,0.0982226,0.0,1.0,0.6275,0.483471,-0.638417,0.657976,10.0,16.0,13.6775,2.71404,0.0,16.0,7.61245,2.08506
0.195,0.740091,0.577149,0.511513,0.740091,0.0650387,0.142147,0.0,1.0,0.59,0.491833,-0.459588,0.718621,14.0,20.0,17.19,2.75025,0.0,17.0,9.04388,2.85864
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,25.0,14.1738,3.93715
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,31.0,18.0167,4.60596
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,39.0,22.6398,5.91744
0.2175,0.581327,0.425516,0.373562,0.581327,0.132276,0.126097,0.0,1.0,0.6375,0.480722,-0.613549,0.67892,10.0,16.0,13.5762,2.72014,0.0,15.0,7.54042,2.04003
0.18,0.60741,0.378746,0.228119,0.60741,0.0155283,-0.0123558,0.0,1.0,0.6,0.489898,-0.564413,0.669619,14.0,20.0,17.475,2.7567,0.0,17.0,8.53682,2.67101
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,25.0,14.1393,3.9602
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,33.0,18.4946,5.11811
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,41.0,22.8886,5.95557
0.205,0.706778,0.62584,0.482242,0.706778,0.252376,-0.0572537,0.0,1.0,0.61375,0.486889,-0.627791,0.672644,10.0,16.0,13.5437,2.73598,0.0,14.0,7.19471,1.99883
0.22,0.717882,0.596207,0.416312,0.717882,0.166829,-0.127461,0.0,1.0,0.59,0.491833,-0.552383,0.720436,14.0,20.0,17.595,2.73331,0.0,16.0,8.61841,2.82404
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,27.0,14.6361,4.05562
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,30.0,18.1035,4.72066
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,37.0,22.4907,5.83025
0.19,0.61232,0.493339,0.357456,0.61232,0.189425,-0.00562955,0.0,1.0,0.60125,0.489641,-0.617936,0.701694,10.0,16.0,13.5563,2.72889,0.0,14.0,7.20167,1.98968
0.155,0.759784,0.677994,0.554829,0.759784,0.238267,-0.0466302,0.0,1.0,0.67,0.470213,-0.448761,0.721024,14.0,20.0,17.545,2.70702,0.0,18.0,9.1004,2.76641
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,25.0,14.4589,3.90425
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,31.0,17.99,4.96589
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,39.0,23.6385,5.99927
0.20375,0.665577,0.548008,0.430096,0.665577,0.188535,0.0160769,0.0,1.0,0.63,0.482804,-0.633371,0.671926,10.0,16.0,13.5813,2.72138,0.0,16.0,7.50024,2.07702
0.14,0.692118,0.608592,0.62782,0.692118,0.248697,0.284869,0.0,1.0,0.675,0.468375,-0.553767,0.756822,14.0,20.0,17.765,2.69996,0.0,20.0,8.79512,2.8803
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,26.0,15.1356,4.02334
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,33.0,18.4294,5.13407
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,38.0,23.1767,5.84057
0.23875,0.700987,0.609462,0.546592,0.700987,0.232159,0.115983,0.0,1.0,0.61125,0.487466,-0.63853,0.641989,10.0,16.0,13.5375,2.73607,0.0,16.0,7.50031,2.07136
0.195,0.63706,0.53429,0.45096,0.63706,0.21618,0.0820077,0.0,1.0,0.61,0.48775,-0.577264,0.753332,14.0,20.0,17.655,2.71955,0.0,16.0,9.05075,2.78003
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,27.0,14.9594,4.09698
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,31.0,18.0256,4.85286
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,37.0,23.1153,5.9494
0.2125,0.685364,0.540538,0.478127,0.685364,0.133541,0.125975,0.0,1.0,0.59875,0.490151,-0.630955,0.671798,10.0,16.0,13.3963,2.74531,0.0,15.0,7.46997,2.04323
0.19,0.676446,0.475371,0.356568,0.676446,0.0328007,0.0431211,0.0,1.0,0.7,0.458258,-0.548169,0.57033,14.0,20.0,17.725,2.66447,0.0,17.0,8.93264,2.65357
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,28.0,14.96,4.05191
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,30.0,18.3917,4.7855
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,39.0,23.4104,6.08925
0.2125,0.674408,0.581094,0.489991,0.674408,0.231611,0.06331,0.0,1.0,0.60125,0.489641,-0.622884,0.668938,10.0,16.0,13.4987,2.75136,0.0,16.0,7.652,2.10044
0.19,0.57651,0.406223,0.292048,0.57651,0.110628,0.0303066,0.0,1.0,0.645,0.478513,-0.596216,0.765699,14.0,20.0,17.23,2.73808,0.0,17.0,8.93493,2.75445
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,26.0,13.9893,4.0664
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,32.0,18.5493,4.93484
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,38.0,23.159,6.37211
0.2175,0.664638,0.555479,0.483864,0.664638,0.203732,0.101816,0.0,1.0,0.61625,0.486298,-0.633063,0.693208,10.0,16.0,13.5162,2.73902,0.0,14.0,7.21148,1.99793
0.19,0.753188,0.588503,0.423701,0.753188,0.0490186,-0.0804907,0.0,1.0,0.625,0.484123,-0.600163,0.833532,14.0,20.0,17.535,2.71823,0.0,17.0,8.8999,2.69806
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,26.0,14.4925,3.92805
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,35.0,18.6385,5.34337
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,37.0,22.509,5.9003
0.2225,0.598598,0.487548,0.387495,0.598598,0.201391,0.0550183,0.0,1.0,0.62,0.485386,-0.651548,0.633537,10.0,16.0,13.5213,2.7335,0.0,14.0,7.21473,2.0002
0.25,0.776996,0.645625,0.631577,0.776996,0.105738,0.257278,0.0,1.0,0.56,0.496387,-0.528957,0.668755,14.0,20.0,17.105,2.7774,0.0,17.0,8.89801,2.63828
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,26.0,14.7956,4.06221
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,30.0,17.7895,4.73927
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,38.0,22.9965,5.84148
0.2075,0.655773,0.54573,0.472843,0.655773,0.202982,0.0997295,0.0,1.0,0.60125,0.489641,-0.634972,0.688976,10.0,16.0,13.4925,2.73769,0.0,14.0,7.17028,1.98822
0.215,0.503898,0.361497,0.218795,0.503898,0.144198,-0.0133555,0.0,1.0,0.595,0.490892,-0.538687,0.731167,14.0,20.0,17.355,2.7747,0.0,16.0,8.46557,2.56004
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,26.0,14.4649,4.12267
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,30.0,17.4428,4.46535
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,37.0,22.9631,5.95207
0.21375,0.627155,0.51775,0.405517,0.627155,0.205096,0.032309,0.0,1.0,0.63625,0.481078,-0.631435,0.68967,10.0,16.0,13.4675,2.74435,0.0,16.0,7.61388,2.07376
0.195,0.451429,0.313793,0.221734,0.451429,0.138161,0.0477333,0.0,1.0,0.69,0.462493,-0.585521,0.852489,14.0,20.0,17.62,2.67686,0.0,17.0,8.90627,2.7069
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,24.0,13.9198,3.73796
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,31.0,17.8415,4.79882
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,38.0,23.0152,6.16563
0.21625,0.677236,0.564104,0.433162,0.677236,0.194801,-0.0122415,0.0,1.0,0.6625,0.472857,-0.651536,0.696191,10.0,16.0,13.6263,2.69751,0.0,14.0,7.22478,2.04318
0.25,0.680251,0.553259,0.436052,0.680251,0.168481,0.0162764,0.0,1.0,0.56,0.496387,-0.544614,0.722725,14.0,20.0,17.465,2.76745,0.0,18.0,9.1597,2.91713
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,25.0,14.556,3.94908
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,32.0,17.9309,4.74353
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,37.0,22.6016,6.23353
0.23,0.583492,0.522074,0.417096,0.583492,0.275362,0.0585381,0.0,1.0,0.63625,0.481078,-0.628447,0.671592,10.0,16.0,13.5675,2.72313,0.0,16.0,7.55934,2.11422
0.18,0.81506,0.652343,0.587445,0.81506,-0.0356869,0.196447,0.0,1.0,0.615,0.486595,-0.608669,0.647442,14.0,20.0,17.77,2.6939,0.0,17.0,9.19114,2.88394
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,26.0,14.881,4.10914
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,31.0,18.6621,4.82185
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,39.0,23.042,6.22082
0.195,0.658517,0.564873,0.482811,0.658517,0.231707,0.0829173,0.0,1.0,0.61625,0.486298,-0.600587,0.670002,10.0,16.0,13.4437,2.75624,0.0,15.0,7.65632,2.10086
0.21,0.698523,0.616454,0.462366,0.698523,0.250983,-0.0739519,0.0,1.0,0.615,0.486595,-0.479152,0.80306,14.0,20.0,17.405,2.74972,0.0,18.0,9.3006,2.81198
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,26.0,14.9809,4.03212
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,31.0,18.4838,4.92784
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,40.0,22.5118,5.90936
0.2175,0.701331,0.631935,0.536768,0.701331,0.275655,0.0477414,0.0,1.0,0.6225,0.484762,-0.661036,0.660814,10.0,16.0,13.6825,2.72886,0.0,16.0,7.71381,2.09116
0.195,0.781636,0.62536,0.466127,0.781636,0.0370285,-0.0862759,0.0,1.0,0.62,0.485386,-0.558358,0.80537,14.0,20.0,17.045,2.7519,0.0,17.0,8.80537,2.59002
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,24.0,14.0465,3.76756
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,32.0,18.1432,4.95233
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,36.0,22.8269,5.73213
0.20875,0.678844,0.562811,0.481674,0.678844,0.189147,0.0836305,0.0,1.0,0.60375,0.489118,-0.614106,0.654078,10.0,16.0,13.42,2.75429,0.0,15.0,7.51811,2.04631
0.24,0.773858,0.634443,0.607509,0.773858,0.0887138,0.229767,0.0,1.0,0.625,0.484123,-0.577352,0.734693,14.0,20.0,17.845,2.68533,0.0,18.0,9.2802,2.83224
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,26.0,14.3089,3.79934
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,32.0,18.6702,5.04565
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,38.0,22.357,5.83716
0.21125,0.652794,0.532749,0.427864,0.652794,0.185775,0.0422774,0.0,1.0,0.62625,0.483798,-0.639224,0.665907,10.0,16.0,13.465,2.74705,0.0,14.0,7.14849,1.98647
0.195,0.625466,0.428995,0.345033,0.625466,0.0620693,0.0899392,0.0,1.0,0.61,0.48775,-0.625542,0.754054,14.0,20.0,17.315,2.73419,0.0,17.0,9.27572,2.86901
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,27.0,14.7501,3.95181
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,31.0,17.8711,4.63494
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,39.0,22.7331,5.92105
0.21625,0.639088,0.551671,0.430308,0.639088,0.242133,0.0150225,0.0,1.0,0.61375,0.486889,-0.655039,0.697438,10.0,16.0,13.615,2.73802,0.0,14.0,7.23933,2.02983
0.2,0.608417,0.467964,0.423584,0.608417,0.155268,0.144159,0.0,1.0,0.655,0.475368,-0.546902,0.74036,14.0,20.0,17.32,2.72903,0.0,17.0,8.66159,2.67822
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,25.0,14.7161,4.11305
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,33.0,18.5621,4.80887
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,36.0,21.8729,5.68319
0.2175,0.651584,0.559288,0.459165,0.651584,0.234129,0.0505775,0.0,1.0,0.6175,0.485998,-0.648025,0.651847,10.0,16.0,13.4462,2.73991,0.0,14.0,7.14628,1.99808
0.195,0.775602,0.631406,0.568314,0.775602,0.0749105,0.144316,0.0,1.0,0.63,0.482804,-0.616001,0.654412,14.0,20.0,17.37,2.73187,0.0,17.0,8.63612,2.6862
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,25.0,14.3494,4.1059
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,32.0,17.8662,4.87754
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,38.0,22.5116,6.11056
0.20375,0.629583,0.567686,0.468204,0.629583,0.283805,0.0604555,0.0,1.0,0.605,0.488851,-0.64391,0.651449,10.0,16.0,13.5787,2.74478,0.0,14.0,7.30685,2.02598
0.24,0.706015,0.543054,0.390689,0.706015,0.0889182,-0.0430115,0.0,1.0,0.635,0.48143,-0.555764,0.658649,14.0,20.0,17.275,2.72018,0.0,16.0,8.1802,2.72745
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,26.0,15.1035,4.05835
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,32.0,18.2684,4.80865
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,38.0,22.8082,5.9646
0.22625,0.696145,0.586798,0.491542,0.696145,0.198262,0.0525457,0.0,1.0,0.60625,0.488581,-0.640249,0.698724,10.0,16.0,13.4838,2.75404,0.0,14.0,7.14071,1.9998
0.21,0.749288,0.598622,0.446079,0.749288,0.0847975,-0.0642227,0.0,1.0,0.54,0.498397,-0.62166,0.719318,14.0,20.0,17.4,2.78209,0.0,17.0,9.10348,2.79214
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,25.0,14.2087,4.04102
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,33.0,18.085,4.84387
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,40.0,23.443,6.13905
0.2125,0.722273,0.619219,0.535977,0.722273,0.203923,0.0712157,0.0,1.0,0.6375,0.480722,-0.59474,0.648838,10.0,16.0,13.4688,2.743,0.0,15.0,7.64342,2.06221
0.19,0.788857,0.737378,0.604159,0.788857,0.304688,-0.118637,0.0,1.0,0.595,0.490892,-0.558173,0.733169,14.0,20.0,17.685,2.71215,0.0,17.0,8.61224,2.56554
